transaction_id,customer_id,merchant_id,transaction_time,amount,device_type,channel,location,is_fraud,transaction_hour,is_night,is_high_amount,is_online,customer_avg_spend,merchant_fraud_rate
TXN000413,CUST0080,MER046,2025-02-11 10:36:00,365.36,web,card_present,Glasgow,0,10,0,1,0,234.06428571428572,0.02702702702702703
TXN000414,CUST0186,MER042,2025-04-21 10:24:00,47.85,pos,online,London,0,10,0,0,1,109.77111111111111,0.043478260869565216
TXN000415,CUST0055,MER049,2025-06-01 01:16:00,130.28,web,online,Glasgow,0,1,1,0,1,135.79888888888888,0.06521739130434782
TXN000416,CUST0132,MER042,2025-05-01 12:12:00,167.23,atm,transfer,Manchester,0,12,0,0,0,84.7675,0.043478260869565216
TXN000417,CUST0120,MER039,2025-03-04 18:37:00,200.52,atm,card_present,London,0,18,0,0,0,93.23071428571428,0.10526315789473684
TXN000418,CUST0024,MER016,2025-02-20 14:07:00,349.7,web,card_present,London,0,14,0,1,0,155.544,0.08888888888888889
TXN000419,CUST0162,MER033,2025-03-07 00:07:00,45.04,pos,online,London,0,0,1,0,1,272.0914285714286,0.1724137931034483
TXN000420,CUST0158,MER049,2025-06-02 21:38:00,234.66,mobile,transfer,Leeds,0,21,0,0,0,216.6975,0.06521739130434782
TXN000421,CUST0082,MER021,2025-04-14 20:01:00,16.94,pos,online,Manchester,0,20,0,0,1,106.00928571428572,0.1282051282051282
TXN000422,CUST0147,MER009,2025-04-25 07:28:00,146.51,mobile,online,Leeds,0,7,0,0,1,69.605,0.07692307692307693
TXN000423,CUST0159,MER006,2025-02-14 11:57:00,162.57,pos,online,London,0,11,0,0,1,268.5157142857143,0.025
TXN000424,CUST0188,MER045,2025-01-27 13:38:00,135.88,web,online,Leeds,0,13,0,0,1,97.82176470588236,0.02127659574468085
TXN000425,CUST0060,MER035,2025-05-05 13:34:00,161.07,web,online,Leeds,1,13,0,0,1,263.12777777777774,0.05
TXN000426,CUST0147,MER039,2025-06-28 11:29:00,247.67,pos,card_present,Manchester,0,11,0,0,0,69.605,0.10526315789473684
TXN000427,CUST0049,MER022,2025-04-22 01:37:00,22.19,mobile,online,Birmingham,0,1,1,0,1,119.575,0.020833333333333332
TXN000428,CUST0063,MER041,2025-04-06 15:17:00,6.62,atm,online,Leeds,0,15,0,0,1,129.89875,0.04
TXN000429,CUST0110,MER005,2025-03-25 04:11:00,151.67,mobile,online,Leeds,0,4,1,0,1,109.78625,0.02631578947368421
TXN000430,CUST0150,MER042,2025-01-27 09:20:00,355.05,web,transfer,London,1,9,0,1,0,192.29142857142855,0.043478260869565216
TXN000431,CUST0152,MER023,2025-01-19 13:37:00,226.93,atm,card_present,London,0,13,0,0,0,118.27833333333335,0.023255813953488372
TXN000432,CUST0109,MER017,2025-01-08 23:25:00,58.02,mobile,card_present,London,0,23,1,0,0,100.64411764705882,0.1320754716981132
TXN000433,CUST0076,MER012,2025-01-27 18:45:00,22.11,pos,card_present,Glasgow,0,18,0,0,0,126.01454545454546,0.047619047619047616
TXN000434,CUST0030,MER023,2025-04-19 17:54:00,217.27,web,card_present,Leeds,0,17,0,0,0,388.4463636363636,0.023255813953488372
TXN000435,CUST0058,MER016,2025-03-25 01:34:00,95.53,web,online,London,0,1,1,0,1,149.599,0.08888888888888889
TXN000436,CUST0117,MER003,2025-02-15 05:55:00,25.17,web,transfer,Manchester,0,5,1,0,0,248.40444444444444,0.05
TXN000437,CUST0159,MER030,2025-05-10 08:00:00,152.92,pos,card_present,Glasgow,0,8,0,0,0,268.5157142857143,0.05555555555555555
TXN000438,CUST0100,MER022,2025-02-06 10:47:00,85.88,pos,card_present,Birmingham,0,10,0,0,0,120.85,0.020833333333333332
TXN000439,CUST0192,MER009,2025-04-01 05:48:00,111.26,atm,online,Leeds,0,5,1,0,1,169.23444444444442,0.07692307692307693
TXN000440,CUST0019,MER029,2025-01-09 13:42:00,74.14,pos,online,Leeds,0,13,0,0,1,124.64090909090909,0.09523809523809523
TXN000441,CUST0176,MER047,2025-01-29 08:06:00,211.73,atm,online,Manchester,0,8,0,0,1,98.46700000000001,0.038461538461538464
TXN000442,CUST0173,MER037,2025-02-03 20:50:00,212.33,web,online,Birmingham,0,20,0,0,1,137.3093333333333,0.06451612903225806
TXN000443,CUST0094,MER023,2025-02-24 14:23:00,148.29,atm,transfer,Birmingham,0,14,0,0,0,115.40875,0.023255813953488372
TXN000444,CUST0183,MER013,2025-03-13 15:37:00,13.37,mobile,transfer,Glasgow,0,15,0,0,0,101.35166666666667,0.021739130434782608
TXN000445,CUST0113,MER032,2025-06-10 07:37:00,219.05,web,card_present,Leeds,0,7,0,0,0,189.68125,0.05263157894736842
TXN000446,CUST0183,MER046,2025-04-01 23:46:00,133.41,web,transfer,London,0,23,1,0,0,101.35166666666667,0.02702702702702703
TXN000447,CUST0146,MER047,2025-02-22 12:29:00,143.29,atm,card_present,Manchester,0,12,0,0,0,196.28285714285715,0.038461538461538464
TXN000448,CUST0063,MER048,2025-03-26 00:33:00,54.12,web,card_present,Manchester,0,0,1,0,0,129.89875,0.0
TXN000449,CUST0116,MER023,2025-05-08 13:15:00,253.71,pos,transfer,Manchester,0,13,0,0,0,100.4475,0.023255813953488372
TXN000450,CUST0113,MER045,2025-03-30 03:44:00,155.08,mobile,card_present,Manchester,0,3,1,0,0,189.68125,0.02127659574468085
TXN000451,CUST0047,MER017,2025-06-19 07:18:00,14.33,atm,online,London,0,7,0,0,1,126.41199999999999,0.1320754716981132
TXN000452,CUST0057,MER040,2025-05-28 22:46:00,62.86,atm,card_present,London,0,22,1,0,0,102.24600000000001,0.08333333333333333
TXN000453,CUST0118,MER021,2025-03-15 13:47:00,260.99,web,online,Glasgow,0,13,0,0,1,164.513,0.1282051282051282
TXN000454,CUST0045,MER002,2025-01-19 07:59:00,5.8,pos,transfer,Leeds,0,7,0,0,0,124.26499999999999,0.07142857142857142
TXN000455,CUST0161,MER037,2025-03-31 00:17:00,390.59,web,transfer,London,0,0,1,1,0,137.208,0.06451612903225806
TXN000456,CUST0145,MER006,2025-05-31 07:34:00,136.42,web,card_present,Glasgow,0,7,0,0,0,143.2209090909091,0.025
TXN000457,CUST0198,MER044,2025-05-28 10:36:00,119.76,atm,online,Birmingham,0,10,0,0,1,120.96900000000001,0.1
TXN000458,CUST0004,MER018,2025-03-18 02:15:00,37.86,web,card_present,Leeds,0,2,1,0,0,147.34470588235294,0.09090909090909091
TXN000459,CUST0148,MER030,2025-06-21 05:52:00,34.33,mobile,transfer,London,0,5,1,0,0,120.38600000000001,0.05555555555555555
TXN000460,CUST0047,MER022,2025-03-19 00:24:00,341.8,web,card_present,Birmingham,0,0,1,1,0,126.41199999999999,0.020833333333333332
TXN000461,CUST0143,MER033,2025-05-25 04:06:00,42.51,web,card_present,Glasgow,0,4,1,0,0,102.079375,0.1724137931034483
TXN000462,CUST0198,MER030,2025-05-10 06:58:00,179.27,atm,online,London,0,6,0,0,1,120.96900000000001,0.05555555555555555
TXN000463,CUST0047,MER017,2025-06-19 05:11:00,59.93,web,transfer,London,0,5,1,0,0,126.41199999999999,0.1320754716981132
TXN000464,CUST0078,MER043,2025-01-22 07:18:00,17.99,pos,card_present,Birmingham,0,7,0,0,0,52.181428571428576,0.023255813953488372
TXN000465,CUST0124,MER032,2025-02-22 22:18:00,1.29,atm,online,London,0,22,1,0,1,140.82533333333333,0.05263157894736842
TXN000466,CUST0075,MER042,2025-02-13 21:50:00,94.3,web,card_present,Manchester,0,21,0,0,0,86.3925,0.043478260869565216
TXN000467,CUST0103,MER014,2025-06-20 15:56:00,446.46,mobile,online,London,0,15,0,1,1,207.53699999999998,0.08333333333333333
TXN000468,CUST0137,MER010,2025-02-21 10:15:00,55.28,mobile,online,Leeds,0,10,0,0,1,214.25615384615384,0.02564102564102564
TXN000469,CUST0090,MER047,2025-05-11 04:05:00,53.03,atm,card_present,Birmingham,0,4,1,0,0,71.217,0.038461538461538464
TXN000470,CUST0144,MER036,2025-04-23 21:12:00,50.61,atm,transfer,Leeds,0,21,0,0,0,127.82777777777778,0.08333333333333333
TXN000471,CUST0069,MER034,2025-05-31 05:02:00,88.21,web,transfer,Glasgow,0,5,1,0,0,161.02846153846153,0.09375
TXN000472,CUST0061,MER009,2025-05-19 19:48:00,334.76,web,online,Leeds,1,19,0,1,1,185.21625,0.07692307692307693
TXN000473,CUST0138,MER042,2025-02-20 04:18:00,254.35,web,transfer,Manchester,0,4,1,0,0,147.6625,0.043478260869565216
TXN000474,CUST0050,MER028,2025-01-28 18:26:00,84.51,mobile,online,Manchester,0,18,0,0,1,130.16857142857143,0.046511627906976744
TXN000475,CUST0003,MER011,2025-04-18 19:12:00,85.05,pos,transfer,Leeds,0,19,0,0,0,141.528,0.125
TXN000476,CUST0107,MER014,2025-03-01 10:35:00,17.87,pos,card_present,Glasgow,0,10,0,0,0,126.03099999999999,0.08333333333333333
TXN000477,CUST0113,MER039,2025-03-12 09:18:00,487.12,pos,transfer,London,0,9,0,1,0,189.68125,0.10526315789473684
TXN000478,CUST0094,MER047,2025-05-26 23:03:00,34.52,web,online,Manchester,0,23,1,0,1,115.40875,0.038461538461538464
TXN000479,CUST0118,MER019,2025-02-15 02:09:00,9.14,mobile,online,Leeds,0,2,1,0,1,164.513,0.10869565217391304
TXN000480,CUST0198,MER015,2025-02-21 01:06:00,130.57,atm,transfer,Leeds,0,1,1,0,0,120.96900000000001,0.043478260869565216
TXN000481,CUST0081,MER028,2025-01-25 05:51:00,108.57,web,card_present,Leeds,0,5,1,0,0,77.51333333333334,0.046511627906976744
TXN000482,CUST0109,MER024,2025-03-02 12:07:00,64.37,atm,online,London,0,12,0,0,1,100.64411764705882,0.03225806451612903
TXN000483,CUST0051,MER008,2025-04-24 02:53:00,65.82,pos,online,Birmingham,0,2,1,0,1,118.60333333333334,0.07894736842105263
TXN000484,CUST0147,MER043,2025-05-24 03:11:00,184.49,pos,online,Glasgow,0,3,1,0,1,69.605,0.023255813953488372
TXN000485,CUST0170,MER009,2025-05-14 01:27:00,26.14,web,online,Birmingham,0,1,1,0,1,66.8575,0.07692307692307693
TXN000486,CUST0035,MER047,2025-03-20 18:53:00,205.94,mobile,online,Glasgow,0,18,0,0,1,144.2288888888889,0.038461538461538464
TXN000487,CUST0046,MER033,2025-02-28 15:38:00,125.55,pos,card_present,Glasgow,0,15,0,0,0,200.3553846153846,0.1724137931034483
TXN000488,CUST0154,MER033,2025-01-09 10:55:00,65.15,atm,transfer,Leeds,0,10,0,0,0,122.31846153846155,0.1724137931034483
TXN000489,CUST0069,MER019,2025-03-24 19:15:00,73.51,atm,card_present,Manchester,0,19,0,0,0,161.02846153846153,0.10869565217391304
TXN000490,CUST0093,MER003,2025-02-08 00:51:00,35.59,web,card_present,Leeds,0,0,1,0,0,233.40083333333334,0.05
TXN000491,CUST0064,MER010,2025-06-15 02:12:00,167.37,atm,online,London,0,2,1,0,1,100.174,0.02564102564102564
TXN000492,CUST0165,MER040,2025-03-30 07:17:00,86.31,mobile,card_present,Glasgow,0,7,0,0,0,124.53692307692307,0.08333333333333333
TXN000493,CUST0049,MER047,2025-03-26 05:40:00,46.43,pos,online,Manchester,0,5,1,0,1,119.575,0.038461538461538464
TXN000494,CUST0149,MER042,2025-03-02 08:45:00,108.78,atm,card_present,Glasgow,0,8,0,0,0,111.987,0.043478260869565216
TXN000495,CUST0074,MER001,2025-06-19 18:06:00,654.86,atm,online,Glasgow,0,18,0,1,1,184.47,0.0
TXN000496,CUST0192,MER029,2025-02-16 01:58:00,68.57,pos,online,Leeds,0,1,1,0,1,169.23444444444442,0.09523809523809523
TXN000497,CUST0005,MER050,2025-04-14 01:19:00,304.13,web,card_present,Manchester,0,1,1,0,0,203.26444444444445,0.09090909090909091
TXN000498,CUST0100,MER034,2025-02-02 16:17:00,50.78,atm,card_present,Manchester,0,16,0,0,0,120.85,0.09375
TXN000499,CUST0070,MER013,2025-01-05 06:30:00,6.75,web,transfer,Glasgow,0,6,0,0,0,187.551,0.021739130434782608
TXN000500,CUST0090,MER001,2025-01-04 01:45:00,27.42,web,transfer,Manchester,0,1,1,0,0,71.217,0.0
TXN000501,CUST0004,MER034,2025-06-26 21:26:00,65.1,atm,transfer,Manchester,0,21,0,0,0,147.34470588235294,0.09375
TXN000502,CUST0126,MER029,2025-01-12 03:12:00,139.33,mobile,online,Leeds,1,3,1,0,1,151.95,0.09523809523809523
TXN000503,CUST0039,MER048,2025-01-02 12:38:00,0.03,web,card_present,Birmingham,0,12,0,0,0,122.157,0.0
TXN000504,CUST0163,MER047,2025-05-14 00:52:00,295.81,atm,online,London,0,0,1,0,1,148.73923076923077,0.038461538461538464
TXN000505,CUST0129,MER013,2025-05-09 02:26:00,222.86,web,transfer,Birmingham,0,2,1,0,0,123.49555555555555,0.021739130434782608
TXN000506,CUST0024,MER048,2025-04-15 23:11:00,162.71,pos,online,Manchester,0,23,1,0,1,155.544,0.0
TXN000507,CUST0057,MER049,2025-04-27 04:12:00,22.04,mobile,online,Glasgow,0,4,1,0,1,102.24600000000001,0.06521739130434782
TXN000508,CUST0100,MER029,2025-05-01 02:26:00,15.39,mobile,online,London,0,2,1,0,1,120.85,0.09523809523809523
TXN000509,CUST0070,MER039,2025-04-11 15:31:00,8.4,pos,online,London,0,15,0,0,1,187.551,0.10526315789473684
TXN000510,CUST0041,MER024,2025-05-07 01:32:00,154.5,pos,transfer,Glasgow,0,1,1,0,0,189.46272727272728,0.03225806451612903
TXN000511,CUST0182,MER026,2025-04-23 20:11:00,317.08,web,online,London,0,20,0,1,1,118.5575,0.10526315789473684
TXN000512,CUST0174,MER017,2025-03-24 13:05:00,67.57,pos,card_present,Glasgow,0,13,0,0,0,132.04444444444442,0.1320754716981132
TXN000513,CUST0060,MER007,2025-04-08 01:37:00,65.89,web,online,London,1,1,1,0,1,263.12777777777774,0.07692307692307693
TXN000514,CUST0108,MER013,2025-05-01 19:12:00,86.19,pos,card_present,Birmingham,0,19,0,0,0,119.61785714285715,0.021739130434782608
TXN000515,CUST0188,MER005,2025-01-17 03:16:00,51.48,atm,transfer,London,0,3,1,0,0,97.82176470588236,0.02631578947368421
TXN000516,CUST0057,MER026,2025-03-03 01:55:00,56.37,atm,online,Leeds,0,1,1,0,1,102.24600000000001,0.10526315789473684
TXN000517,CUST0031,MER049,2025-05-31 09:46:00,116.53,web,transfer,Glasgow,0,9,0,0,0,150.12000000000003,0.06521739130434782
TXN000518,CUST0084,MER003,2025-03-13 15:05:00,152.21,mobile,online,London,0,15,0,0,1,234.8225,0.05
TXN000519,CUST0152,MER007,2025-04-12 16:30:00,14.07,atm,transfer,Glasgow,0,16,0,0,0,118.27833333333335,0.07692307692307693
TXN000520,CUST0036,MER049,2025-06-10 06:25:00,4.35,pos,transfer,Leeds,0,6,0,0,0,200.714,0.06521739130434782
TXN000521,CUST0158,MER039,2025-03-07 21:54:00,620.71,atm,online,London,0,21,0,1,1,216.6975,0.10526315789473684
TXN000522,CUST0152,MER001,2025-03-13 10:30:00,31.79,atm,transfer,London,0,10,0,0,0,118.27833333333335,0.0
TXN000523,CUST0108,MER049,2025-05-25 10:30:00,6.64,web,online,Leeds,0,10,0,0,1,119.61785714285715,0.06521739130434782
TXN000524,CUST0106,MER017,2025-06-23 18:51:00,25.27,pos,card_present,Leeds,0,18,0,0,0,120.84333333333332,0.1320754716981132
TXN000525,CUST0158,MER043,2025-03-22 17:23:00,4.77,pos,card_present,Leeds,0,17,0,0,0,216.6975,0.023255813953488372
TXN000526,CUST0086,MER025,2025-01-11 03:16:00,59.67,pos,card_present,Glasgow,0,3,1,0,0,90.59666666666666,0.05128205128205128
TXN000527,CUST0135,MER003,2025-04-25 08:04:00,194.58,web,transfer,Leeds,0,8,0,0,0,140.80444444444444,0.05
TXN000528,CUST0163,MER015,2025-05-26 17:09:00,50.09,pos,card_present,Glasgow,0,17,0,0,0,148.73923076923077,0.043478260869565216
TXN000529,CUST0183,MER029,2025-04-02 21:51:00,70.48,pos,online,Birmingham,0,21,0,0,1,101.35166666666667,0.09523809523809523
TXN000530,CUST0014,MER043,2025-05-15 21:49:00,135.09,atm,card_present,London,0,21,0,0,0,326.68555555555554,0.023255813953488372
TXN000531,CUST0120,MER032,2025-03-19 10:16:00,85.33,atm,card_present,London,0,10,0,0,0,93.23071428571428,0.05263157894736842
TXN000532,CUST0138,MER026,2025-04-01 11:13:00,237.18,pos,transfer,Manchester,0,11,0,0,0,147.6625,0.10526315789473684
TXN000533,CUST0080,MER016,2025-05-15 10:28:00,241.22,mobile,online,Birmingham,0,10,0,0,1,234.06428571428572,0.08888888888888889
TXN000534,CUST0144,MER025,2025-04-06 22:35:00,1.2,mobile,transfer,Leeds,0,22,1,0,0,127.82777777777778,0.05128205128205128
TXN000535,CUST0182,MER028,2025-03-25 19:14:00,180.63,pos,transfer,Leeds,0,19,0,0,0,118.5575,0.046511627906976744
TXN000536,CUST0106,MER009,2025-03-25 13:07:00,74.11,mobile,online,Birmingham,0,13,0,0,1,120.84333333333332,0.07692307692307693
TXN000537,CUST0070,MER001,2025-06-28 20:09:00,539.46,web,transfer,Leeds,0,20,0,1,0,187.551,0.0
TXN000538,CUST0044,MER029,2025-06-16 23:49:00,79.22,atm,online,Manchester,0,23,1,0,1,89.37333333333333,0.09523809523809523
TXN000539,CUST0073,MER022,2025-04-14 08:43:00,520.18,web,card_present,Glasgow,0,8,0,1,0,197.7825,0.020833333333333332
TXN000540,CUST0045,MER016,2025-04-22 20:07:00,700.38,mobile,online,London,1,20,0,1,1,124.26499999999999,0.08888888888888889
TXN000541,CUST0184,MER041,2025-05-03 17:20:00,34.3,mobile,online,Birmingham,0,17,0,0,1,175.42666666666665,0.04
TXN000542,CUST0107,MER044,2025-06-28 06:33:00,92.77,mobile,online,London,0,6,0,0,1,126.03099999999999,0.1
TXN000543,CUST0084,MER041,2025-05-05 13:17:00,1624.75,mobile,online,Glasgow,1,13,0,1,1,234.8225,0.04
TXN000544,CUST0082,MER007,2025-01-14 05:43:00,233.84,mobile,online,Birmingham,0,5,1,0,1,106.00928571428572,0.07692307692307693
TXN000545,CUST0107,MER014,2025-02-16 23:22:00,12.29,mobile,online,Glasgow,0,23,1,0,1,126.03099999999999,0.08333333333333333
TXN000546,CUST0185,MER029,2025-03-04 13:33:00,568.2,web,transfer,Leeds,1,13,0,1,0,524.2266666666667,0.09523809523809523
TXN000547,CUST0021,MER019,2025-06-20 11:02:00,50.88,pos,card_present,Leeds,0,11,0,0,0,124.58388888888891,0.10869565217391304
TXN000548,CUST0196,MER019,2025-05-31 20:15:00,0.84,atm,online,Leeds,0,20,0,0,1,122.74083333333333,0.10869565217391304
TXN000549,CUST0178,MER002,2025-04-28 03:11:00,62.0,mobile,transfer,Glasgow,0,3,1,0,0,266.1818181818182,0.07142857142857142
TXN000550,CUST0161,MER041,2025-05-08 01:52:00,32.11,atm,online,Glasgow,0,1,1,0,1,137.208,0.04
TXN000551,CUST0007,MER045,2025-04-21 20:01:00,205.02,atm,online,Glasgow,0,20,0,0,1,138.4825,0.02127659574468085
TXN000552,CUST0070,MER015,2025-01-25 23:14:00,176.01,mobile,online,London,1,23,1,0,1,187.551,0.043478260869565216
TXN000553,CUST0127,MER003,2025-01-20 08:16:00,210.9,mobile,online,Glasgow,0,8,0,0,1,106.66099999999999,0.05
TXN000554,CUST0143,MER011,2025-01-02 18:53:00,0.07,mobile,transfer,Leeds,0,18,0,0,0,102.079375,0.125
TXN000555,CUST0160,MER046,2025-05-26 10:16:00,44.15,web,online,Manchester,0,10,0,0,1,102.38818181818182,0.02702702702702703
TXN000556,CUST0148,MER030,2025-01-25 13:27:00,33.12,atm,transfer,Glasgow,0,13,0,0,0,120.38600000000001,0.05555555555555555
TXN000557,CUST0143,MER040,2025-06-12 02:09:00,31.92,mobile,card_present,Manchester,0,2,1,0,0,102.079375,0.08333333333333333
TXN000558,CUST0176,MER018,2025-06-15 03:24:00,8.47,atm,online,Leeds,0,3,1,0,1,98.46700000000001,0.09090909090909091
TXN000559,CUST0199,MER048,2025-03-11 04:08:00,24.86,web,card_present,Glasgow,0,4,1,0,0,143.94166666666666,0.0
TXN000560,CUST0149,MER002,2025-02-12 04:54:00,97.31,pos,online,London,0,4,1,0,1,111.987,0.07142857142857142
TXN000561,CUST0170,MER032,2025-01-17 11:52:00,41.33,atm,transfer,London,0,11,0,0,0,66.8575,0.05263157894736842
TXN000562,CUST0154,MER008,2025-02-08 05:09:00,64.83,mobile,card_present,Manchester,0,5,1,0,0,122.31846153846155,0.07894736842105263
TXN000563,CUST0120,MER022,2025-04-14 07:17:00,56.76,pos,online,London,0,7,0,0,1,93.23071428571428,0.020833333333333332
TXN000564,CUST0128,MER006,2025-04-01 11:22:00,250.4,atm,transfer,London,0,11,0,0,0,266.4281818181818,0.025
TXN000565,CUST0142,MER012,2025-02-05 21:33:00,282.84,atm,card_present,London,0,21,0,0,0,187.60555555555553,0.047619047619047616
TXN000566,CUST0057,MER047,2025-03-23 01:39:00,81.5,pos,online,Leeds,0,1,1,0,1,102.24600000000001,0.038461538461538464
TXN000567,CUST0165,MER040,2025-02-08 20:41:00,48.09,pos,card_present,London,0,20,0,0,0,124.53692307692307,0.08333333333333333
TXN000568,CUST0058,MER036,2025-06-15 06:49:00,13.55,pos,online,Birmingham,0,6,0,0,1,149.599,0.08333333333333333
TXN000569,CUST0021,MER015,2025-06-27 19:08:00,367.95,mobile,transfer,Glasgow,0,19,0,1,0,124.58388888888891,0.043478260869565216
TXN000570,CUST0082,MER028,2025-05-25 10:20:00,7.45,mobile,transfer,London,0,10,0,0,0,106.00928571428572,0.046511627906976744
TXN000571,CUST0069,MER049,2025-06-28 04:49:00,42.4,atm,card_present,London,0,4,1,0,0,161.02846153846153,0.06521739130434782
TXN000572,CUST0131,MER045,2025-03-29 23:18:00,42.47,atm,card_present,London,0,23,1,0,0,266.489,0.02127659574468085
TXN000573,CUST0087,MER018,2025-02-21 18:12:00,46.35,web,online,Birmingham,0,18,0,0,1,109.25857142857144,0.09090909090909091
TXN000574,CUST0165,MER002,2025-02-26 22:34:00,21.54,mobile,transfer,London,0,22,1,0,0,124.53692307692307,0.07142857142857142
TXN000575,CUST0049,MER013,2025-02-08 23:33:00,183.43,atm,online,London,0,23,1,0,1,119.575,0.021739130434782608
TXN000576,CUST0147,MER045,2025-06-08 16:17:00,15.68,pos,transfer,Glasgow,0,16,0,0,0,69.605,0.02127659574468085
TXN000577,CUST0115,MER015,2025-06-27 20:47:00,120.91,pos,card_present,Birmingham,0,20,0,0,0,74.58,0.043478260869565216
TXN000578,CUST0089,MER020,2025-02-12 13:08:00,15.87,mobile,online,Birmingham,0,13,0,0,1,120.90714285714286,0.14285714285714285
TXN000579,CUST0085,MER029,2025-06-05 01:13:00,8.78,pos,online,London,0,1,1,0,1,56.27428571428572,0.09523809523809523
TXN000580,CUST0128,MER042,2025-04-28 13:55:00,288.2,web,transfer,Birmingham,0,13,0,0,0,266.4281818181818,0.043478260869565216
TXN000581,CUST0140,MER029,2025-05-11 20:56:00,25.31,atm,transfer,Manchester,0,20,0,0,0,72.07,0.09523809523809523
TXN000582,CUST0189,MER003,2025-01-22 23:33:00,206.61,atm,transfer,Birmingham,0,23,1,0,0,152.33777777777777,0.05
TXN000583,CUST0169,MER019,2025-04-20 12:49:00,94.4,atm,card_present,Birmingham,0,12,0,0,0,135.38,0.10869565217391304
TXN000584,CUST0161,MER003,2025-04-29 18:24:00,9.73,mobile,online,Birmingham,0,18,0,0,1,137.208,0.05
TXN000585,CUST0178,MER014,2025-04-17 10:12:00,1712.03,mobile,online,Leeds,1,10,0,1,1,266.1818181818182,0.08333333333333333
TXN000586,CUST0117,MER040,2025-06-08 16:24:00,34.04,web,card_present,Leeds,0,16,0,0,0,248.40444444444444,0.08333333333333333
TXN000587,CUST0196,MER004,2025-03-26 14:29:00,235.63,mobile,transfer,Leeds,0,14,0,0,0,122.74083333333333,0.02564102564102564
TXN000588,CUST0127,MER011,2025-03-31 03:37:00,22.19,atm,online,Birmingham,0,3,1,0,1,106.66099999999999,0.125
TXN000589,CUST0071,MER031,2025-05-26 11:23:00,230.85,web,transfer,Manchester,0,11,0,0,0,103.78333333333332,0.0
TXN000590,CUST0086,MER043,2025-01-02 03:02:00,1.6,atm,online,Birmingham,0,3,1,0,1,90.59666666666666,0.023255813953488372
TXN000591,CUST0033,MER032,2025-02-03 20:36:00,299.0,web,online,London,1,20,0,0,1,119.10249999999999,0.05263157894736842
TXN000592,CUST0081,MER027,2025-01-29 08:09:00,176.07,mobile,card_present,Manchester,0,8,0,0,0,77.51333333333334,0.02857142857142857
TXN000593,CUST0152,MER030,2025-01-12 14:45:00,780.82,web,transfer,Leeds,1,14,0,1,0,118.27833333333335,0.05555555555555555
TXN000594,CUST0061,MER043,2025-05-14 15:48:00,287.89,web,online,Glasgow,0,15,0,0,1,185.21625,0.023255813953488372
TXN000595,CUST0061,MER002,2025-02-05 13:46:00,205.53,atm,online,Manchester,0,13,0,0,1,185.21625,0.07142857142857142
TXN000596,CUST0098,MER049,2025-06-14 20:08:00,262.92,pos,online,Leeds,0,20,0,0,1,104.52785714285714,0.06521739130434782
TXN000597,CUST0028,MER009,2025-02-26 09:02:00,26.66,atm,transfer,Manchester,0,9,0,0,0,96.24923076923076,0.07692307692307693
TXN000598,CUST0186,MER028,2025-05-29 08:37:00,40.12,mobile,online,Manchester,0,8,0,0,1,109.77111111111111,0.046511627906976744
TXN000599,CUST0043,MER031,2025-01-21 10:02:00,40.92,web,online,Birmingham,0,10,0,0,1,82.16333333333334,0.0
TXN000600,CUST0169,MER034,2025-01-03 23:03:00,56.8,mobile,online,London,0,23,1,0,1,135.38,0.09375
TXN000601,CUST0167,MER015,2025-06-26 18:41:00,59.97,pos,online,Glasgow,0,18,0,0,1,124.31875,0.043478260869565216
TXN000602,CUST0086,MER048,2025-06-08 01:15:00,94.38,atm,transfer,Leeds,0,1,1,0,0,90.59666666666666,0.0
TXN000603,CUST0177,MER025,2025-05-04 13:00:00,20.91,mobile,transfer,Manchester,0,13,0,0,0,60.48428571428571,0.05128205128205128
TXN000604,CUST0017,MER036,2025-06-24 22:16:00,141.03,mobile,online,Glasgow,0,22,1,0,1,136.466,0.08333333333333333
TXN000605,CUST0098,MER008,2025-02-03 06:44:00,22.01,mobile,online,Manchester,0,6,0,0,1,104.52785714285714,0.07894736842105263
TXN000606,CUST0198,MER009,2025-02-21 12:22:00,44.58,mobile,card_present,London,0,12,0,0,0,120.96900000000001,0.07692307692307693
TXN000607,CUST0198,MER037,2025-06-05 15:37:00,83.98,pos,card_present,Glasgow,0,15,0,0,0,120.96900000000001,0.06451612903225806
TXN000608,CUST0098,MER048,2025-05-13 00:44:00,191.02,pos,online,Leeds,0,0,1,0,1,104.52785714285714,0.0
TXN000609,CUST0065,MER045,2025-04-10 02:56:00,161.4,atm,online,Manchester,0,2,1,0,1,173.2607142857143,0.02127659574468085
TXN000610,CUST0074,MER039,2025-01-25 19:37:00,124.46,atm,card_present,London,0,19,0,0,0,184.47,0.10526315789473684
TXN000611,CUST0085,MER032,2025-03-12 08:52:00,20.32,web,card_present,Glasgow,0,8,0,0,0,56.27428571428572,0.05263157894736842
TXN000612,CUST0005,MER017,2025-03-04 04:43:00,95.04,pos,online,Manchester,0,4,1,0,1,203.26444444444445,0.1320754716981132
TXN000613,CUST0002,MER035,2025-04-22 10:05:00,10.98,mobile,transfer,Manchester,0,10,0,0,0,166.88500000000002,0.05
TXN000614,CUST0022,MER037,2025-06-22 12:41:00,56.86,mobile,transfer,Leeds,0,12,0,0,0,135.453,0.06451612903225806
TXN000615,CUST0112,MER019,2025-04-27 07:09:00,64.03,web,online,London,0,7,0,0,1,74.47777777777777,0.10869565217391304
